SCHOOL_DSTRCT_NM,SCHOOL_DSTRCT_CD,PERCENT_Grad_Rate,Percent Direct Certified,ACT Composite,STUDENT_COUNT_ALL_Attendance,FIVE_OR_FEWER_PERCENT_ALL_Attendance,SIX_TO_FIFTEEN_PERCENT_ALL_Attendance,OVER_15_PERCENT_ALL_Attendance,CHRONIC_ABSENT_PERC_ALL_Attendance,PROGRAM_PERCENT_Dropout,Teachers_Percent_Inexp,HOPE_ELIGIBLE_PCT,Debt Services_Expenditures_Per Student,Federal_Revenues_Per Student,General Administration_Expenditures_Per Student,Instruction_Expenditures_Per Student,Instructional Support_Expenditures_Per Student,Local_Revenues_Per Student,Maintenance and Operations_Expenditures_Per Student,Media_Expenditures_Per Student,Other_Revenues_Per Student,Pupil Services_Expenditures_Per Student,Renovation and Capital Projects_Expenditures_Per Student,School Administration_Expenditures_Per Student,School food Services_Expenditures_Per Student,State Other_Revenues_Per Student,State QBE_Revenues_Per Student,Transportation_Expenditures_Per Student,Debt Services_Expenditures_Dollars per FTE_Per Student,Federal_Revenues_Dollars per FTE_Per Student,General Administration_Expenditures_Dollars per FTE_Per Student,Instruction_Expenditures_Dollars per FTE_Per Student,Instructional Support_Expenditures_Dollars per FTE_Per Student,Local_Revenues_Dollars per FTE_Per Student,Maintenance and Operations_Expenditures_Dollars per FTE_Per Student,Media_Expenditures_Dollars per FTE_Per Student,Other_Revenues_Dollars per FTE_Per Student,Pupil Services_Expenditures_Dollars per FTE_Per Student,Renovation and Capital Projects_Expenditures_Dollars per FTE_Per Student,School Administration_Expenditures_Dollars per FTE_Per Student,School food Services_Expenditures_Dollars per FTE_Per Student,State Other_Revenues_Dollars per FTE_Per Student,State QBE_Revenues_Dollars per FTE_Per Student,Transportation_Expenditures_Dollars per FTE_Per Student,SAT Combined Score,Labels,Labels,FIPS,Latitude,Longitude
Rabun County,719,92.86,25.69857994,20.4,2287,50.7,40.5,8.8,7.6,1.6,28.69405273,53.19,0,28.05017053,423.781854,7453.056996,544.154906,9558.640656,1646.422304,184.7617009,54.65675557,399.984836,8.75E-06,930.0165107,67.98295146,185.3374727,3783.926979,668.751526,0,0.01270223,0.19192829,3.375478793,0.246445125,4.329094884,0.74566244,0.083677307,0.024752951,0.181154351,0,0.421202449,0.03079143,0.083939659,1.71373415,0.302877132,1053,17,14,13241,,
Randolph County,720,78.57,71.62921348,19.41111111,768,66.3,24.7,9,8.9,1.833333333,61.79039301,14.55,0,0,851.3023438,5718.130807,984.7345573,5248.371133,1550.62487,248.0487109,0,477.4298698,0,1339.457578,18.90089844,255.9342839,6607.966146,775.3224349,0,0,1.179088542,7.91984375,1.363893229,7.269205729,2.147682292,0.343554688,0,0.661263021,0,1.855208333,0.026184896,0.354479167,9.152304688,1.073854167,816,13,6,13243,,
Richmond County,721,77.17,47.68691748,17.1,33955,56.2,32.6,11.2,13.7,2.4,44.71026965,28.42,0,38.20720247,193.5796354,5017.399096,351.7724214,2934.704947,907.6583287,123.1540024,0.294507436,279.5968968,0,777.7004429,9.651630688,113.7652305,5185.217199,415.2629436,0,0.001291415,0.006543072,0.169586806,0.011889854,0.099192461,0.030678545,0.004162568,1.00E-05,0.009450449,0,0.026285967,0.000326314,0.003845384,0.175259019,0.01403593,960,6,2,13245,,
Rockdale County,722,84.56,36.29533035,19.3,17729,60.4,31.4,8.1,9.4,2.2,49.61891644,36.92,0,10.86389813,282.1439043,6233.290727,596.3485476,3599.654296,714.9604969,160.573963,0,422.7001664,4.215262564,714.9760624,5.974039709,112.7283693,6376.835919,515.0995984,0,0.00066614,0.017306109,0.382340234,0.036579051,0.220796999,0.043854701,0.009849399,0,0.025927576,0.000258334,0.043855265,0.000366631,0.00691466,0.391145017,0.031595127,984,5,5,13247,,
Rome City,785,92.99,39.82357658,19.3,6691,69.1,24.4,6.5,6.6,0.5,46.84540787,42.34,0,70.61384546,279.5189598,6435.609359,164.8845688,3557.849849,932.5216575,154.6123614,0,481.7839023,172.912046,655.1678254,5.064101031,131.8879734,5895.172321,992.4179719,0,0.01088776,0.043095203,0.992231356,0.025422209,0.548542819,0.14377522,0.023837991,0,0.074280377,0.026659692,0.101013301,0.000780152,0.020334778,0.908907488,0.153008519,1029,16,16,,34.257038,-85.164673
Savannah-Chatham County,625,89.73,38.13983394,19.4,39853,58.8,32.1,9.2,10.1,2.1,42.61175952,34.84,0,29.1969794,292.6900943,6464.086332,317.3042265,6971.775816,976.7651585,165.4827928,1.361601385,373.6299277,11.84621358,683.8449241,3.750567084,60.07071111,4116.339999,714.8674486,0,0.000809475,0.008113818,0.17919454,0.008796076,0.193268512,0.02707751,0.004587359,3.76E-05,0.010357564,0.000328457,0.018957168,0.000103882,0.00166537,0.114111359,0.019817329,993,4,17,13051,,
Schley County,723,92.47,26.57916325,20.1,1248,66.3,31.1,2.6,2.6,1.833333333,28.34101382,54.22,26.62586538,0,549.051266,6275.370825,276.5474439,2141.591771,714.5975481,229.4145833,77.32371795,318.6479087,0,654.67625,3.993389423,160.0160657,7794.60016,458.4648317,0.021738782,0,0.448205128,5.122748397,0.225753205,1.748237179,0.583341346,0.187275641,0.063125,0.260120192,0,0.53443109,0.003261218,0.130625,6.362940705,0.374254808,1019,11,13,13249,,
Screven County,724,86.62,43.78995434,20.8,2362,59,32.7,8.3,8.7,1.833333333,28.9981895,42.4,0,0,307.8158129,5814.566562,234.5578747,3012.517756,770.8421804,164.006884,4.105601185,409.7645428,0,695.7121253,6.81988569,163.9843268,6553.027942,596.4435478,0,0,0.140169348,2.647798476,0.106812024,1.371820491,0.351020322,0.074682472,0.001871296,0.186596105,0,0.31680779,0.003107536,0.074674005,2.98407282,0.271604572,1055,11,13,13251,,
Seminole County,725,92.52,46.70846395,19.41111111,1365,68.9,24.9,6.2,7.1,1.833333333,25.58708415,46.32,0,1255.941392,334.2449011,6616.477502,198.3084835,3815.27537,1170.517407,332.7446667,0,545.9740147,0,666.1990623,19.06172161,288.6171941,6444.112088,641.1215678,0,0.981201465,0.261128205,5.169120879,0.154930403,2.980681319,0.914468864,0.259956044,0,0.426542125,0,0.520468864,0.014893773,0.225479853,5.034461538,0.500879121,1007,13,6,13253,,
Social Circle City,786,94.5,24.03282532,21.3,1798,58,35.5,6.5,6.7,1.833333333,44.66608846,33.66,1112.347052,0,551.6409066,6516.254766,318.5150501,3325.861596,863.2073192,193.1683927,0,372.1724638,0,881.2091491,42.00793103,207.7157953,6667.160178,495.9676363,0.653937709,0,0.324304783,3.830839822,0.187252503,1.955239155,0.50746941,0.113559511,0,0.218798665,0,0.518053393,0.024694105,0.122113459,3.919555061,0.291573971,992,11,13,,33.654,-83.717
Stephens County,727,93.9,37.23739496,20.2,4043,49,39.9,11.1,11,0.9,30.20572967,49.36,0,0,344.4330596,6108.176968,293.5062726,2912.44631,770.413072,98.15712095,0,360.3428914,0,521.3440193,12.56126391,159.0611427,6475.89117,440.2428667,0,0,0.08978976,1.592329953,0.076512491,0.759240663,0.200838486,0.025587435,0,0.09393767,0,0.135908978,0.003274796,0.041464259,1.688189463,0.114766263,1037,0,0,13257,,
Stewart County,728,92.59,65.17412935,19.41111111,440,68,27.7,4.3,4.5,1.833333333,34.33242507,40,0,0,1291.697205,7399.701636,912.6642727,7161.690773,1345.339886,244.5305455,0,1246.04575,432.1385909,1404.550614,0,407.7882727,6945.392045,1282.006455,0,0,3.189386364,18.27086364,2.2535,17.68318182,3.321818182,0.603772727,0,3.076659091,1.067,3.468022727,0,1.006886364,17.14911364,3.165454545,951,7,8,13259,,
Sumter County,729,92.55,62.36481615,16.5,4371,66.5,30.2,3.3,4.2,1.833333333,44.12438625,33.95,0,0,260.4819286,5858.883702,329.8669549,3380.994582,775.2025623,160.2513132,0,329.6276596,6.938462594,612.6459986,0,98.47474262,6427.921528,819.3310478,0,0,0.062109357,1.396968657,0.078652482,0.806149623,0.184836422,0.038208648,0,0.078595287,0.001654084,0.146076413,0,0.023479753,1.532646992,0.195358042,918,0,0,13261,,
Talbot County,730,80,59.20745921,19.41111111,458,64,33.6,2.4,0,1.833333333,38.46153846,42.86,0,0,1198.807205,6953.826397,404.42631,7192.690284,1786.793777,240.2647817,12.94467249,717.9177074,0,1173.462293,6.266069869,330.8482969,5441.39738,1093.304258,0,0,2.755873362,15.98580786,0.929716157,16.53491266,4.107576419,0.552336245,0.029759825,1.650393013,0,2.697620087,0.01441048,0.760567686,12.50895197,2.513340611,998.0346821,17,8,13263,,
Taliaferro County,731,100,57.92682927,19.41111111,177,79.7,18.6,1.7,2.8,1.833333333,32.05128205,63.64,0,0,2091.188023,12198.40542,1314.228079,8634.650904,2058.866384,518.7673446,0,1486.484068,0,1478.931864,40.46757062,304.2667232,11040.0113,1105.625876,0,0,12.90858757,75.29881356,8.112542373,53.30033898,12.70903955,3.202259887,0,9.175819209,0,9.12920904,0.249774011,1.87819209,68.14819209,6.824858757,998.0346821,7,8,13265,,
Tattnall County,732,89.24,40.87346025,20.3,3844,63.4,30.8,5.7,7,1.1,36.66734157,53,27.75037201,0,329.8275052,5473.126257,425.2281191,1932.273124,713.3947581,138.5694095,196.7554631,351.3636446,0,532.989334,11.27020291,165.794974,6781.207076,731.8987461,0.00760666,0,0.090413632,1.500309573,0.116563476,0.529680021,0.195556712,0.037983871,0.053936004,0.096316337,0,0.146105619,0.003090531,0.045447451,1.858883975,0.200629553,1010,0,0,13267,,
Taylor County,733,86.24,45.77677225,19.3,1486,62.4,33.2,4.4,4.3,3.4,35.17474634,55.1,0,75.99002692,511.5125774,6577.909024,190.7109287,3274.952349,976.7469179,173.2976043,0,341.5611238,0,593.4583513,6.264246299,532.833782,6518.26245,531.9688223,0,0.05705249,0.384017497,4.938371467,0.143176312,2.458674293,0.733290713,0.130100942,0,0.256426649,0,0.445538358,0.004703903,0.400026918,4.89359354,0.399374159,963,11,13,13269,,
Telfair County,734,89.31,49.30467762,19.41111111,1685,62.4,31.8,5.8,7.6,1.833333333,25.08204407,58.82,0,0,422.284095,6335.442457,251.2865401,2840.130861,794.6947537,159.2046766,0,309.0559466,76.44807122,695.7890564,9.600077151,4155.183128,6790.162611,669.1309555,0,0,0.264919881,3.974557864,0.157643917,1.781762611,0.498551929,0.099875371,0,0.19388724,0.047958457,0.436504451,0.006023739,2.606765579,4.259827893,0.419780415,950,11,13,13271,,
Terrell County,735,88.54,74.01032702,16,1253,65.8,31.2,3,7.3,1.833333333,39.73509934,20.45,112.9124581,0,519.8479569,5539.680758,588.0997207,4256.65743,1659.441748,185.4250838,387.9273743,422.9307901,0,836.8160255,8.927964884,238.1750599,5725.028731,841.5867039,0.096751796,0,0.445458899,4.746943336,0.503942538,3.647517957,1.421971269,0.158890662,0.332410215,0.362410215,0,0.717063049,0.007653631,0.204094174,4.905762171,0.721157223,921,13,6,13273,,
Thomas County,736,92.58,38.88280394,19.4,5885,58.8,33.2,8,8.5,1.833333333,32.22797927,36.78,0,0,250.948559,6118.093562,611.8437961,2718.206289,858.894085,122.4999847,0,437.8563364,0,532.7400714,7.418197111,139.5401138,7099.413084,527.0103076,0,0,0.045437553,1.107748513,0.110781648,0.492161427,0.155512319,0.022180119,0,0.079279524,0,0.096458794,0.001342396,0.02526593,1.285427358,0.095420561,1009,0,16,13275,,
Thomaston-Upson County,745,88.69,43.80165289,17.2,4141,61,30.7,8.4,8,2,41.94493263,48.18,0,29.18705144,305.1609853,5751.44879,282.0818474,2501.899744,839.3754576,116.340169,18.08193673,351.5786042,0,691.2374378,9.041576914,145.0110094,7180.836754,603.3289544,0,0.007261531,0.075911616,1.430707559,0.070169041,0.622364163,0.208799807,0.02893987,0.004498913,0.087457136,0,0.171948805,0.002248249,0.036073412,1.786278677,0.150082106,943,0,0,13293,,
Thomasville City,789,78.41,37.17899578,19.7,2819,70.9,24.1,5,5.6,4.7,40.71729958,47.59,0,34.51411848,367.2412629,6426.925928,324.227868,4744.29613,1000.177634,148.7871444,-17.18909188,647.8092586,23.35615466,847.4562611,14.7191309,100.3974495,5436.431004,200.9036893,0,0.013178432,0.140223484,2.453962398,0.12379922,1.81148989,0.381894289,0.056810926,-0.006562611,0.247350124,0.008918056,0.323579283,0.005619014,0.038332742,2.075764455,0.0767116,1040,13,9,,30.836582,-83.978783
Tift County,737,86,42.61333333,19.1,8028,54.3,35.3,10.4,9.2,2.2,41.89481978,40.19,0,0,132.1806901,5962.63322,209.5008881,2600.351592,627.5155543,164.3727192,0,394.4376507,0,773.5132549,7.21017439,173.1462431,6188.930742,285.0147646,0,0,0.01721724,0.776687843,0.027289487,0.338719482,0.081740159,0.02141131,0,0.051378924,0,0.100757349,0.000939213,0.022553563,0.806164674,0.037126308,1002,10,16,13277,,
Toombs County,738,95.05,48.14814815,17,2994,60.7,32,7.3,8.6,1.833333333,35.39232053,44.25,1.430217101,0,189.8029826,6034.047051,106.8892184,2290.686293,590.2572211,170.2278023,0,298.1932966,0,548.6689112,10.54380762,140.0278257,6457.97161,431.5845925,0.000501002,0,0.066272545,2.106860387,0.037321309,0.799819639,0.206095524,0.059435538,0,0.104118236,0,0.191573146,0.003680695,0.048891116,2.25487976,0.150691383,922,0,0,13279,,
Towns County,739,95,21.7155266,21.4,977,62.9,31.5,5.5,5.6,1.833333333,23.66504854,65.52,0,29.99752303,704.2219652,8867.189734,53.07385875,9400.703286,1185.053982,254.582436,0,1107.7687,43.8525998,936.972436,15.01761515,388.6018424,4508.69089,757.5764483,0,0.032118731,0.753981576,9.493776868,0.056827021,10.06499488,1.268792221,0.272569089,0,1.18604913,0.046949846,1.003183214,0.016079836,0.416059365,4.827287615,0.811105425,1033,17,14,13281,,
Treutlen County,740,80,41.24401914,19.41111111,1096,58.7,36.3,5,6.5,1.833333333,26.38190955,30.77,0,0,631.1028923,6378.715146,157.0611223,2074.014763,719.091031,162.6086131,0,220.6619161,0,638.3264142,4.506094891,225.2817153,8269.889599,523.7715511,0,0,0.604507299,6.109881387,0.150437956,1.986605839,0.688786496,0.155757299,0,0.211359489,0,0.611423358,0.004315693,0.215784672,7.921350365,0.50169708,932,11,13,13283,,
Trion City,791,99.12,18.25951826,19.6,1330,72.4,24.6,3,2.9,1.833333333,22.3880597,70.8,17.43609023,0,439.774015,6357.850256,97.85241353,1023.534962,1189.78888,187.1238045,0,271.8543308,0,984.3819699,9.544676692,82.19562406,8856.462406,2.624827068,0.013240602,0,0.333917293,4.827526316,0.074300752,0.777172932,0.903406015,0.142082707,0,0.206421053,0,0.747443609,0.00724812,0.062413534,6.724721805,0.001992481,1091,11,13,,34.543974,-85.310511
Troup County,741,85.9,35.78774523,19.7,12498,58.3,33.2,8.6,9.8,1.7,37.27683083,43.68,0,33.38580333,278.6544079,5751.979335,384.8172556,4018.523421,900.9801104,165.9161746,0,646.526057,0,720.1630597,6.72049928,131.1577516,5430.241303,720.3195679,0,0.002848456,0.023771803,0.490699312,0.032828453,0.342818851,0.076862698,0.014154265,0,0.055155225,0,0.06143703,0.000573692,0.01118899,0.46325172,0.061449832,1013,5,15,13285,,
Turner County,742,94.19,60.67615658,15.3,1210,49.1,38.3,12.6,10.9,1.833333333,54.1430193,42.86,0,0,672.2294959,5556.896289,740.8599504,3328.463909,1066.405496,145.9171405,1.752404959,677.8955537,0,912.3862397,7.46222314,348.602562,7210.150413,581.360124,0,0,0.596479339,4.930694215,0.657371901,2.953380165,0.946231405,0.129471074,0.001553719,0.601504132,0,0.809570248,0.006619835,0.309322314,6.397652893,0.51585124,946,11,13,13287,,
Twiggs County,743,85.14,51.01214575,19.41111111,790,54.3,34.8,10.9,11.8,4.1,52.21518987,46.03,0,0,1114.778696,5964.821519,225.2303544,6018.863608,1693.312392,180.5070127,0,616.2822278,0,990.6636962,14.44440506,455.6520633,5108.546835,1018.804089,0,0,1.480455696,7.921405063,0.299113924,7.993177215,2.248759494,0.239721519,0,0.81843038,0,1.315620253,0.019177215,0.605113924,6.784253165,1.352987342,887,13,6,13289,,
Union County,744,98.5,21.70429716,21.6,2898,49,42,8.9,8.7,1.833333333,21.7401901,70.05,0,18.44326432,424.9016287,7276.776577,306.3453899,5910.280066,1345.956556,191.9663009,11.4552864,408.9602036,0,695.5925086,8.240017253,246.0615804,5374.279158,460.1091477,0,0.006697723,0.154340925,2.643216011,0.111276743,2.146849551,0.488906142,0.069730849,0.004161491,0.148550725,0,0.252667357,0.002991718,0.089378882,1.952153209,0.167129055,1064,17,9,13291,,
Valdosta City,792,90.47,56.56080748,19.9,9307,60.1,31.8,8.1,10.6,2.1,50.00481928,42.89,0,3.663433974,182.1494585,5133.791345,347.0582024,3222.317719,910.0142076,115.0000806,0,338.9667057,233.6637305,608.1102579,6.446024498,93.192785,4933.003008,305.3567519,0,0.000446975,0.022221983,0.626301708,0.042340174,0.393109487,0.111017514,0.014029225,0,0.041352745,0.0285065,0.074187171,0.000786505,0.011368862,0.601806167,0.037252606,988,10,7,,30.832703,-83.278488
Vidalia City,793,93.82,41.57676349,18.5,2579,70.2,25.7,4.1,4.5,1.833333333,35.90288316,49.7,0,0,334.2680186,5081.300198,220.8452695,2324.169104,843.0896472,178.3441915,1.163241566,532.1788988,0,577.3398604,17.88044203,121.2744475,5879.084529,272.1165297,0,0,0.137332299,2.087634742,0.090732842,0.95487786,0.346378441,0.073272586,0.000476929,0.218642885,0,0.237196588,0.007347809,0.049825514,2.415401318,0.111799147,1022,0,0,,32.217686,-82.413461
Walker County,746,90.68,30.13747759,19.3,8921,53.4,35.7,10.9,10.9,2.1,31.28687729,39.41,0,0,120.960871,6995.883537,269.9621119,2748.276744,823.1840601,161.6073557,0,494.6504383,0,757.1250163,7.786692075,165.7392557,7345.586033,590.8903105,0,0,0.014450174,0.835728057,0.032249748,0.328309607,0.09833763,0.019306132,0,0.059090909,0,0.090446138,0.000930389,0.01979935,0.877503643,0.070587378,1124,10,7,13295,,
Walton County,747,91.8,23.91733002,20.4,14663,56.6,34.7,8.7,8.3,1.3,27.97949858,50.67,0,35.75012753,184.3801671,6125.36219,318.5598813,3699.768564,767.538887,129.9045864,0,238.4367599,0,651.7122772,4.032868444,122.7580038,5240.285276,486.6511307,0,0.002599059,0.013403805,0.445286776,0.023157608,0.268956557,0.055796904,0.009443497,0,0.017333424,0,0.04737639,0.000293255,0.008923822,0.380945236,0.035377481,1030,5,15,13297,,
Ware County,748,91.72,48.16151203,21.5,6348,63.3,29.9,6.8,7.4,2,36.17021277,47.13,0,20.76038752,143.4687035,6308.386232,296.9866793,2366.741533,936.1594392,197.2194219,0.09784184,505.0428781,31.96769061,683.3900394,6.726227158,154.0448425,7378.821204,504.9130482,0,0.003557026,0.024584121,1.080943604,0.050888469,0.405541903,0.160411153,0.033793321,1.73E-05,0.086539067,0.005477316,0.117098299,0.001153119,0.026395715,1.264362004,0.086517013,1073,0,16,13299,,
Warren County,749,90.7,65.50580431,19.41111111,648,67.4,26.7,5.9,5.6,1.833333333,42.9245283,60,0,0,1092.750525,6495.319769,559.7990741,5842.629522,1288.788657,167.7272068,151.0242284,336.9871605,0,842.7645833,6.03316358,207.5266975,6696.776235,953.2855556,0,0,1.800246914,10.70069444,0.922237654,9.625416667,2.123209877,0.27632716,0.248811728,0.555169753,0,1.388410494,0.009938272,0.341882716,11.03257716,1.570493827,886,13,6,13301,,
Washington County,750,90,47.99866578,17.8,3121,53.1,38.1,8.8,8.1,1.2,22.66666667,50,0,0,512.5551778,5404.951903,373.0532265,4004.778026,888.80347,147.1642711,28.51650112,353.8565011,0,832.8518872,5.598808074,136.2352099,5293.01538,608.619654,0,0,0.169384813,1.786171099,0.123284204,1.323457225,0.293723166,0.048631849,0.009423262,0.116940083,0,0.275232297,0.001848766,0.045020827,1.74917975,0.201131048,938,16,9,13303,,
Wayne County,751,92.35,38.44492441,18,5517,56.1,35.3,8.6,9.7,1.8,34.60606924,38.6,0,10.16411818,287.320377,5774.726538,338.767176,2509.553904,692.4376835,190.083337,0.154069241,342.5102175,0,533.8606688,11.0998278,184.3946728,6506.773609,453.6460033,0,0.001973899,0.055802066,1.121524379,0.065793003,0.487386261,0.134480696,0.036916803,3.08E-05,0.066519848,0,0.103683161,0.002155157,0.035811129,1.263695849,0.088104042,982,0,0,13305,,
Webster County,752,91.3,49.6350365,17.1,303,66.7,32.7,0.7,5.9,1.833333333,19.53125,57.14,0,0,1510.496073,8228.192871,78.23141914,6790.644785,1147.681914,183.7539604,0,322.5234983,0,835.8083168,3.125247525,212.970297,8311.947195,419.5425413,0,0,5.433432343,29.59782178,0.281419142,24.42676568,4.128349835,0.660990099,0,1.160165017,0,3.00650165,0.011254125,0.766072607,29.89907591,1.509141914,932,7,8,13307,,
Wheeler County,753,91.03,50.10615711,19.41111111,1011,64,31.4,4.6,5,1.833333333,36.89179375,61.43,0,0,1045.971513,6042.121078,103.5681602,2577.249139,890.2056182,212.5572898,0,208.7457171,0,881.6650049,5.654718101,231.6078932,7574.131553,681.9221167,0,0,1.096409496,6.333461919,0.108565776,2.701523244,0.933125618,0.2228091,0,0.218813056,0,0.924174085,0.005924827,0.242779426,7.93933729,0.714807122,880,11,13,13309,,
White County,754,93.57,23.11518325,21.8,4025,55.8,35.2,9,9.3,1.1,28.88372993,53.28,0,7.355520497,330.9987677,6780.980338,203.080487,4413.014889,714.2178137,168.9040199,1.341614907,308.4987106,0,780.3765466,31.1558882,98.20099627,5602.465342,546.3149615,0,0.001922981,0.086489441,1.771878261,0.053065839,1.153125466,0.186626087,0.044134161,0.000350311,0.08061118,0,0.203913043,0.008141615,0.025659627,1.463930435,0.142752795,1043,16,9,13311,,
Whitfield County,755,86.83,20.05765073,19.5,13306,59.2,34.6,6.2,6.9,2.1,24.4752309,47.09,0,0.503616414,113.0841199,6467.343087,402.1148813,2676.030979,684.7861153,213.6650564,5.606944236,400.4555652,3.592364347,770.1317909,5.541250564,139.9492447,6986.282204,421.247432,0,3.83E-05,0.008675785,0.49619044,0.030851496,0.205311889,0.052538704,0.016392605,0.000429881,0.030723734,0.000275815,0.059086127,0.000425372,0.010737261,0.53600481,0.032319254,1019,5,15,13313,,
Wilcox County,756,95.35,40.71180556,15.2,1217,59.7,32.7,7.6,6.8,1.833333333,22.93281654,26.51,0,0,493.7956204,5556.96539,182.5015694,2516.661298,791.2793837,95.98729663,0,299.5533607,77.01633525,735.8251931,23.45544782,365.1364339,6871.967132,751.8220789,0,0,0.425316352,4.786359901,0.157189811,2.167666393,0.681552999,0.082678718,0,0.258011504,0.066335251,0.633788003,0.020205423,0.314502876,5.919005752,0.64756779,904,11,13,13315,,
Wilkes County,757,82,43.79671151,18.1,1391,62.3,33.3,4.4,4.7,1.833333333,29.20353982,35.8,0,0,436.0500216,6323.693616,346.0096621,5058.043199,1251.206075,255.7957872,0.04457225,642.1697628,0,788.3011215,12.83191229,386.1903954,6178.503954,852.3023221,0,0,0.322760604,4.680747664,0.256110712,3.743925234,0.926132279,0.189338605,3.59E-05,0.475327103,0,0.583493889,0.009496765,0.285851905,4.573285406,0.630869878,987,13,6,13317,,
Wilkinson County,758,94.12,50.34364261,17.1,1244,76.5,20.7,2.7,3.4,1.833333333,40.71474154,32.29,0,0,426.3513264,5937.418577,461.928963,5321.820723,1547.088481,121.9239148,27.49598071,304.4363746,0,1123.40881,5.882122186,194.9193328,5781.277331,973.3964228,0,0,0.365337621,5.087765273,0.395827974,4.560257235,1.325699357,0.104477492,0.023561093,0.260868167,0,0.962644695,0.005040193,0.167025723,4.953963023,0.834099678,971,13,6,13319,,
Worth County,759,75.49,45.99602912,16.7,3231,53.1,37.4,9.5,11,2.2,35.7596612,44.85,0,31.43257815,293.8576849,5070.654076,312.0982358,2969.18355,692.5046611,183.3615846,0,641.8090994,0,590.9343114,9.844363974,150.0868926,6410.729186,744.9801609,0,0.010355927,0.096821418,1.670727329,0.102831941,0.978313216,0.22817394,0.060414732,0,0.211470133,0,0.194707521,0.003243578,0.049452182,2.112265552,0.245462705,973,0,0,13321,,
